id,video_id,frame,bb_left,bb_top,bb_width,bb_height,class_id
92,1,35,1828,0,93,67,1
93,1,35,1401,259,394,585,1
94,1,35,1743,671,177,410,1
95,1,36,1751,689,170,392,0
96,1,36,1813,573,108,240,0
97,1,36,1365,305,403,608,1
98,1,36,1316,0,322,337,1
99,1,36,1812,0,109,98,1
100,1,36,1789,864,132,217,1
101,1,37,1799,0,122,121,1
102,1,37,1782,840,139,241,0
103,1,37,1819,919,102,162,1
104,1,37,1845,618,76,237,0
105,1,37,1338,335,419,621,1
106,1,37,1281,0,325,367,1
107,1,38,1320,386,419,621,1
108,1,38,1218,0,340,411,1
109,1,38,1773,0,148,148,1
110,1,39,1189,0,334,445,1
111,1,39,1287,416,440,650,1
112,1,39,1752,0,169,176,1
113,1,40,1714,0,207,189,1
114,1,40,1272,470,449,611,1
115,1,40,1134,12,331,483,1
116,1,41,1099,37,347,487,1
117,1,41,1635,0,286,223,1
118,1,41,1256,507,471,574,1
119,1,42,1589,0,310,267,1
120,1,42,1104,0,267,68,0
121,1,42,1083,0,236,91,1
122,1,42,1640,0,276,204,0
123,1,42,1256,562,479,519,1
124,1,42,1044,74,360,505,1
125,1,43,1561,0,334,296,1
126,1,43,1258,604,490,477,1
127,1,43,1018,105,364,503,1
128,1,44,1269,666,480,414,1
129,1,44,975,136,376,533,1
130,1,44,992,0,302,120,0
131,1,44,1514,0,324,336,1
132,1,44,970,0,246,131,0
133,1,45,1278,710,473,371,1
134,1,45,957,183,371,526,1
135,1,45,961,0,303,144,0
136,1,45,925,0,280,171,0
137,1,45,1490,0,326,361,1
138,1,46,1447,0,316,401,1
139,1,46,1329,779,459,302,1
140,1,46,893,0,333,171,0
141,1,46,875,0,257,199,0
142,1,46,921,220,381,546,1
143,1,47,840,0,287,219,0
144,1,47,1416,0,313,430,1
145,1,47,1364,822,449,259,1
146,1,47,873,2,319,197,0
147,1,47,905,254,390,553,1
148,1,47,1834,0,87,80,1
149,1,48,816,0,332,230,0
150,1,48,1447,892,389,189,1
151,1,48,793,2,292,247,0
152,1,48,1807,0,114,111,1
153,1,48,888,300,394,570,1
154,1,48,1354,0,332,475,1
155,1,49,767,0,293,282,0
156,1,49,1779,0,142,81,1
157,1,49,1552,943,260,138,1
158,1,49,878,333,400,577,1
159,1,49,1326,24,348,484,1
160,1,50,768,0,315,293,0
161,1,50,1750,0,171,174,1
162,1,50,1290,53,360,498,1
163,1,50,862,377,417,605,1
164,1,50,1673,1015,204,66,1
165,1,51,861,416,424,611,1
166,1,51,1728,0,193,189,1
167,1,51,745,0,319,318,0
168,1,51,1314,78,296,497,1
169,1,52,864,475,438,604,1
170,1,52,1696,0,224,238,1
171,1,52,1249,117,391,516,1
172,1,53,1242,138,384,527,1
173,1,53,1676,0,245,274,1
174,1,53,878,515,429,566,1
175,1,54,888,573,449,506,1
176,1,54,1632,0,278,276,1
177,1,54,1224,186,393,538,1
178,1,55,1611,0,278,301,1
179,1,55,899,611,460,470,1
180,1,55,1221,219,394,543,1
181,1,56,926,672,469,409,1
182,1,56,1576,0,287,332,1
183,1,56,1225,235,360,533,0
184,1,56,1216,258,404,553,1
185,1,57,960,715,466,366,1
186,1,57,1557,0,282,369,1
187,1,57,1222,288,402,561,1
188,1,57,1233,267,341,513,0
189,1,58,1515,0,297,403,1
190,1,58,1221,331,417,572,1
191,1,58,1220,313,368,472,0
192,1,58,597,102,338,497,0
193,1,58,621,90,362,471,0
194,1,58,998,777,464,304,1
195,1,59,1232,342,364,559,0
196,1,59,1223,365,426,584,1
197,1,59,1034,815,469,266,1
198,1,59,652,120,330,473,0
199,1,59,612,160,309,469,0
200,1,59,590,128,334,506,0
201,1,59,1495,0,291,398,0
202,1,59,1485,0,310,430,1
203,1,60,1461,0,299,466,1
204,1,60,1248,416,419,605,1
205,1,60,1121,881,408,200,1
206,1,60,574,168,361,512,0
207,1,60,1475,0,284,414,0
208,1,60,1247,393,391,542,0
209,1,60,609,196,295,447,0
210,1,60,663,154,309,489,0
211,1,61,601,228,318,479,0
212,1,61,1443,17,299,450,0
213,1,61,1241,424,389,609,0
214,1,61,1254,454,432,612,1
215,1,61,556,195,382,516,0
216,1,61,1433,19,311,477,1
217,1,61,1204,921,344,160,1
218,1,61,628,187,356,489,0
219,1,62,1409,54,305,422,0
220,1,62,1379,994,177,87,1
221,1,62,1256,508,463,573,1
222,1,62,1260,476,397,571,0
223,1,62,1399,55,323,484,1
224,1,62,558,241,377,530,0
225,1,62,600,272,335,457,0
226,1,62,675,225,315,499,0
227,1,63,599,303,315,459,0
228,1,63,1277,510,403,571,0
229,1,63,1287,545,452,536,1
230,1,63,1389,76,306,420,1
231,1,63,1384,79,327,491,0
232,1,63,555,271,390,536,0
233,1,63,627,257,366,504,0
234,1,64,590,348,344,482,0
235,1,64,631,302,364,518,0
236,1,64,550,318,386,550,0
237,1,64,1358,111,325,461,0
238,1,64,1324,603,452,478,1
239,1,64,1311,571,403,510,0
240,1,65,539,347,398,567,0
241,1,65,583,381,335,477,0
242,1,65,639,334,353,537,0
243,1,65,1340,137,350,512,1
244,1,65,1327,611,419,470,0
245,1,65,1325,652,494,429,1
246,1,66,1366,725,509,356,1
247,1,66,1331,182,356,523,1
248,1,66,1365,678,415,403,0
249,1,66,531,396,404,581,0
250,1,66,595,379,400,535,0
251,1,66,575,433,355,536,0
252,1,67,517,427,409,589,0
253,1,67,1320,215,366,527,1
254,1,67,1393,724,412,357,0
255,1,67,589,410,407,536,0
256,1,67,574,461,311,507,0
257,1,67,1456,778,456,303,1
258,1,67,1322,204,332,531,0
259,1,68,1443,802,375,279,0
260,1,68,1529,856,391,225,1
261,1,68,1322,247,362,549,0
262,1,68,1330,258,360,540,1
263,1,69,539,491,447,561,0
264,1,69,1500,856,360,225,0
265,1,69,1612,905,309,176,1
266,1,69,475,510,423,571,0
267,1,69,1310,284,391,554,1
268,1,69,1320,276,356,559,0
269,1,69,538,540,369,530,0
270,1,70,1335,320,336,549,0
271,1,70,1609,939,178,142,0
272,1,70,1726,986,195,95,1
273,1,70,1335,329,384,571,1
274,1,71,1336,360,383,554,1
275,1,71,1336,352,400,586,0
276,1,71,1710,997,138,84,0
277,1,71,527,573,443,508,0
278,1,71,495,628,385,453,0
279,1,71,423,591,449,490,0
280,1,71,954,0,206,69,1
281,1,72,367,643,490,438,0
282,1,72,523,624,431,457,0
283,1,72,468,678,399,403,0
284,1,72,1355,401,347,590,0
285,1,72,932,0,199,112,1
286,1,72,1356,409,408,591,1
287,1,73,364,679,477,402,0
288,1,73,447,718,357,363,0
289,1,73,447,664,497,417,0
290,1,73,895,0,226,137,1
291,1,73,1379,441,412,604,1
292,1,73,1364,434,353,610,0
293,1,74,317,737,497,344,0
294,1,74,1398,493,424,588,1
295,1,74,1387,487,363,594,0
296,1,74,465,719,450,362,0
297,1,74,425,780,332,301,0
298,1,74,878,0,234,186,1
299,1,75,415,814,310,267,0
300,1,75,868,0,254,217,1
301,1,75,870,0,273,184,0
302,1,75,1407,523,371,558,0
303,1,75,336,773,465,308,0
304,1,75,1424,526,430,555,1
305,1,75,443,760,435,321,0
306,1,76,345,834,419,247,0
307,1,76,466,819,335,262,0
308,1,76,435,874,212,207,0
309,1,76,852,0,300,231,0
310,1,76,1445,577,378,504,0
311,1,76,1481,583,418,498,1
312,1,76,853,0,283,269,1
313,1,77,1510,622,411,459,1
314,1,77,1475,615,374,466,0
315,1,77,418,916,171,165,0
316,1,77,507,858,275,223,0
317,1,77,359,877,361,204,0
318,1,77,858,0,296,238,0
319,1,77,855,1,271,300,1
320,1,78,382,981,209,100,0
321,1,78,462,919,261,162,0
322,1,78,885,0,270,353,1
323,1,78,419,939,166,142,0
324,1,78,1517,679,344,402,0
325,1,78,857,0,319,327,0
326,1,78,1548,686,373,395,1
327,1,79,1581,722,340,359,1
328,1,79,1547,717,356,364,0
329,1,79,879,0,285,388,1
330,1,79,883,0,298,362,0
331,1,79,505,959,183,122,0
332,1,79,360,1026,70,55,0
333,1,79,400,980,145,101,0
334,1,80,1600,780,320,301,0
335,1,80,890,0,295,377,0
336,1,80,475,1024,133,57,0
337,1,80,892,0,303,444,1
338,1,80,1665,787,255,294,1
339,1,81,1629,815,290,266,0
340,1,81,899,0,317,400,0
341,1,81,1704,825,217,256,1
342,1,81,910,3,293,484,1
343,1,82,949,49,309,498,1
344,1,82,950,0,292,464,0
345,1,82,1701,873,220,208,0
346,1,82,1772,895,148,186,1
347,1,83,959,84,300,506,1
348,1,83,1752,913,169,168,0
349,1,83,940,23,320,484,0
350,1,84,979,145,322,517,1
351,1,84,969,77,322,504,0
352,1,84,1865,976,56,105,0
353,1,85,1001,184,335,529,1
354,1,85,984,114,311,546,0
355,1,86,1021,245,345,544,1
356,1,86,1032,173,311,546,0
357,1,87,1036,286,362,554,1
358,1,88,1062,348,373,571,1
359,1,89,1083,308,353,580,0
360,1,89,1074,388,382,592,1
361,1,90,1098,459,395,599,1
362,1,90,1109,375,360,668,0
363,1,91,1110,508,397,573,1
364,1,91,1130,420,362,602,0
365,1,92,1147,485,371,596,0
366,1,92,1127,578,412,503,1
367,1,93,1165,531,373,550,0
368,1,93,1135,627,420,454,1
369,1,94,1178,602,385,479,0
370,1,94,1137,708,443,373,1
371,1,95,1175,654,400,427,0
372,1,95,1142,764,415,317,1
373,1,96,1157,851,386,230,1
374,1,96,1202,738,394,343,0
375,1,97,1185,914,325,166,1
376,1,97,1184,795,422,286,0
377,1,98,1233,1005,186,76,1
378,1,98,1211,879,367,202,0
379,1,99,1327,937,148,144,0
380,1,100,1327,1035,131,46,0
381,1,116,361,128,367,524,1
382,1,117,324,147,390,532,1
383,1,118,302,179,390,554,1
384,1,119,284,201,399,552,1
385,1,120,267,239,401,555,1
386,1,121,246,261,407,571,1
387,1,122,234,295,419,586,1
388,1,123,218,320,425,593,1
389,1,124,204,358,439,590,1
390,1,125,199,381,430,612,1
391,1,125,392,94,361,509,1
392,1,126,368,129,351,516,1
393,1,126,191,420,437,661,1
394,1,127,346,149,381,530,1
395,1,127,169,446,455,634,1
396,1,128,328,186,363,396,1
397,1,128,159,489,465,592,1
398,1,129,309,208,389,539,1
399,1,129,153,517,472,564,1
400,1,130,276,247,406,554,1
401,1,130,141,561,480,520,1
402,1,130,601,95,313,448,0
403,1,131,233,274,436,564,1
404,1,131,587,126,326,449,0
405,1,131,135,588,486,493,1
406,1,132,231,305,409,576,1
407,1,132,120,635,498,445,1
408,1,132,564,162,338,486,0
409,1,133,547,180,355,497,0
410,1,133,107,666,503,415,1
411,1,133,209,332,422,582,1
412,1,134,96,710,514,371,1
413,1,134,529,217,344,507,0
414,1,134,200,378,403,548,1
415,1,135,95,740,501,341,1
416,1,135,160,402,439,556,1
417,1,135,515,244,365,508,0
418,1,136,501,286,376,514,0
419,1,136,105,787,470,293,1
420,1,136,127,442,447,544,1
421,1,137,100,466,460,552,1
422,1,137,485,308,381,516,0
423,1,137,125,818,416,263,1
424,1,138,68,516,468,565,1
425,1,138,135,872,361,209,1
426,1,138,483,347,380,528,0
427,1,139,478,367,379,543,0
428,1,139,43,553,483,528,1
429,1,139,164,904,297,177,1
430,1,140,450,405,398,551,0
431,1,140,198,959,192,122,1
432,1,140,12,595,495,486,1
433,1,141,185,990,210,91,1
434,1,141,445,428,407,564,0
435,1,141,0,631,493,450,1
436,1,142,0,666,478,415,1
437,1,142,428,470,416,574,0
438,1,143,423,497,401,584,0
439,1,143,0,706,460,375,1
440,1,144,2,752,398,328,1
441,1,144,410,531,401,550,0
442,1,145,398,561,405,520,0
443,1,145,0,785,385,296,1
444,1,146,386,601,425,480,0
445,1,146,0,832,369,249,1
446,1,147,0,863,342,218,1
447,1,147,375,640,436,441,0
448,1,148,363,693,443,388,0
449,1,148,0,921,311,160,1
450,1,149,361,721,443,360,0
451,1,149,59,954,192,127,1
452,1,150,42,1015,204,66,1
453,1,150,357,765,443,316,0
454,1,151,44,1041,187,41,1
455,1,151,337,798,466,283,0
456,1,152,360,847,426,234,0
457,1,153,372,879,398,202,0
458,1,154,417,925,308,156,0
459,1,155,494,958,131,123,0
460,1,156,480,1002,131,79,0
461,1,157,470,1034,138,47,0
462,1,164,374,107,364,532,1
463,1,165,349,132,361,532,1
464,1,166,307,156,369,565,1
465,1,167,284,181,384,549,1
466,1,168,1849,9,72,304,1
467,1,168,251,209,383,567,1
468,1,169,246,228,375,575,1
469,1,169,1808,17,113,348,1
470,1,170,211,258,394,582,1
471,1,170,1799,1,122,442,1
472,1,171,1777,0,144,475,1
473,1,171,208,274,381,597,1
474,1,172,1724,31,197,496,1
475,1,172,1724,31,197,496,1
476,1,172,171,305,406,606,1
477,1,172,171,305,406,606,1
478,1,173,159,323,410,600,1
479,1,173,1689,58,232,501,1
480,1,174,1659,98,262,507,1
481,1,174,147,353,411,617,1
482,1,175,1646,118,274,530,1
483,1,175,122,371,426,619,1
484,1,176,111,396,430,630,1
485,1,176,1590,191,331,475,1
486,1,176,798,0,167,320,1
487,1,177,1601,187,320,484,1
488,1,177,111,417,431,646,1
489,1,177,786,0,182,346,1
490,1,178,1589,215,332,460,1
491,1,178,114,441,435,640,1
492,1,179,105,457,444,624,1
493,1,179,1586,245,335,429,1
494,1,180,1579,290,342,385,1
495,1,180,91,481,449,600,1
496,1,181,1591,316,330,357,0
497,1,181,1586,321,335,353,1
498,1,181,95,496,453,585,1
499,1,182,1593,356,328,315,1
500,1,182,1618,353,303,317,0
501,1,182,91,521,450,560,1
502,1,183,1657,383,264,287,0
503,1,183,83,537,457,543,1
504,1,183,1594,385,327,288,1
505,1,184,1624,422,297,250,1
506,1,184,1686,431,235,239,0
507,1,184,75,559,456,522,1
508,1,185,68,571,459,510,1
509,1,185,1645,450,276,220,1
510,1,185,1696,445,225,222,0
511,1,186,1684,488,237,179,1
512,1,186,418,138,354,515,1
513,1,186,51,585,463,496,1
514,1,187,1719,509,202,158,1
515,1,187,41,597,478,484,1
516,1,187,398,155,355,515,1
517,1,188,360,189,363,525,1
518,1,188,25,616,472,463,1
519,1,188,1813,546,108,112,1
520,1,189,21,626,480,455,1
521,1,189,342,209,364,538,1
522,1,189,1834,561,86,100,1
523,1,190,1862,615,59,42,1
524,1,190,301,243,380,536,1
525,1,190,13,642,472,438,1
526,1,191,291,264,382,534,1
527,1,191,13,651,478,430,1
528,1,192,268,290,386,544,1
529,1,192,10,666,487,415,1
530,1,193,260,308,385,558,1
531,1,193,7,677,485,404,1
532,1,194,239,337,400,572,1
533,1,194,0,685,492,396,1
534,1,195,6,693,492,388,1
535,1,195,233,360,402,574,1
536,1,196,226,389,412,581,1
537,1,196,4,701,491,380,1
538,1,197,4,706,494,375,1
539,1,197,222,403,416,590,1
540,1,198,11,711,496,370,1
541,1,198,232,433,420,583,1
542,1,199,9,711,499,369,1
543,1,199,257,450,419,591,1
544,1,200,265,470,426,604,1
545,1,200,13,709,493,372,1
546,2,3,0,825,75,256,1
547,2,4,0,610,139,471,1
548,2,5,0,561,181,520,1
549,2,6,0,522,239,559,1
550,2,7,0,498,276,583,1
551,2,8,0,460,337,588,1
552,2,9,0,437,369,581,1
553,2,10,46,405,382,568,1
554,2,11,87,382,376,564,1
555,2,12,147,348,364,551,1
556,2,13,189,329,365,546,1
557,2,14,237,302,358,539,1
558,2,15,273,281,352,532,1
559,2,16,323,255,348,524,1
560,2,17,363,235,338,513,1
561,2,18,403,207,340,507,1
562,2,19,430,189,349,501,1
563,2,20,481,164,341,492,1
564,2,21,516,145,327,491,1
565,2,22,558,121,325,479,1
566,2,23,572,103,333,477,1
567,2,27,0,917,55,164,1
568,2,28,0,809,123,272,1
569,2,29,0,648,162,433,1
570,2,30,818,0,277,423,1
571,2,30,0,590,215,491,1
572,2,31,831,0,284,408,1
573,2,31,0,564,248,517,1
574,2,32,864,0,288,385,1
575,2,32,0,524,296,552,1
576,2,33,885,0,299,371,1
577,2,33,0,500,328,545,1
578,2,34,916,0,286,347,1
579,2,34,34,463,332,533,1
580,2,35,939,0,280,330,1
581,2,35,12,436,381,528,1
582,2,36,78,403,353,516,1
583,2,36,970,0,287,307,1
584,2,37,990,0,271,292,1
585,2,37,127,378,327,513,1
586,2,38,1020,0,278,270,1
587,2,38,165,348,321,502,1
588,2,39,190,327,315,497,1
589,2,39,1037,0,276,246,1
590,2,40,1066,0,254,236,1
591,2,40,222,295,316,488,1
592,2,41,1081,0,252,221,1
593,2,41,247,275,314,485,1
594,2,42,285,241,306,477,1
595,2,42,1109,0,223,200,1
596,2,43,1123,0,223,183,1
597,2,43,310,222,304,472,1
598,2,44,1146,0,219,167,1
599,2,44,346,193,298,466,1
600,2,45,378,175,293,461,1
601,2,45,1160,0,216,153,1
602,2,46,1182,0,215,134,1
603,2,46,415,149,287,451,1
604,2,47,444,132,280,451,1
605,2,47,1194,0,212,120,1
606,2,48,1213,0,206,102,1
607,2,48,478,106,287,444,1
608,2,49,1225,0,205,90,1
609,2,50,1249,0,195,73,1
610,2,51,1258,0,192,60,1
611,2,51,0,970,114,111,1
612,2,52,0,901,240,180,1
613,2,52,1275,0,190,45,1
614,2,53,0,856,314,224,1
615,2,54,0,794,430,287,1
616,2,55,49,756,456,325,1
617,2,56,127,701,441,380,1
618,2,57,805,0,242,347,1
619,2,57,176,661,431,420,1
620,2,58,246,611,422,470,1
621,2,58,850,0,235,322,1
622,2,59,879,0,233,306,1
623,2,59,293,577,413,504,1
624,2,60,357,527,405,521,1
625,2,60,917,0,238,280,1
626,2,61,945,0,226,264,1
627,2,61,402,495,395,577,1
628,2,62,461,453,385,560,1
629,2,62,984,0,221,241,1
630,2,63,503,421,379,556,1
631,2,63,1004,0,227,228,1
632,2,64,1022,0,220,205,1
633,2,64,555,380,375,543,1
634,2,65,599,358,363,533,1
635,2,65,1049,0,209,193,1
636,2,66,653,320,357,522,1
637,2,66,1074,1,209,172,1
638,2,67,1093,0,204,153,1
639,2,67,690,292,351,513,1
640,2,68,1095,0,222,135,1
641,2,68,739,255,345,504,1
642,2,69,774,230,339,496,1
643,2,69,1110,0,223,123,1
644,2,70,1130,0,216,103,1
645,2,70,822,198,334,485,1
646,2,71,1137,0,219,89,1
647,2,71,853,175,325,482,1
648,2,72,1150,0,211,71,1
649,2,72,896,143,321,469,1
650,2,73,1165,0,205,57,1
651,2,73,926,120,317,466,1
652,2,74,1173,0,208,41,1
653,2,74,964,92,311,458,1
654,2,75,991,72,305,451,1
655,2,76,1024,44,303,442,1
656,2,77,1050,25,293,437,1
657,2,78,1076,0,295,429,1
658,2,79,1100,0,285,405,1
659,2,80,1124,0,284,378,1
660,2,81,1144,0,279,366,1
661,2,82,1170,0,272,328,1
662,2,83,1182,0,269,304,1
663,2,84,1206,0,262,279,1
664,2,85,1216,0,264,260,1
665,2,86,1236,0,260,230,1
666,2,87,1249,0,255,214,1
667,2,88,1262,0,232,187,1
668,2,89,1279,0,224,173,1
669,2,90,1294,0,220,146,1
670,2,91,1300,0,222,129,1
671,2,92,1321,0,205,99,1
672,2,93,1316,0,210,88,1
673,2,94,1338,0,199,71,1
674,2,105,0,627,58,295,1
675,2,106,2,419,149,541,1
676,2,107,0,374,207,546,1
677,2,108,0,335,289,531,1
678,2,109,0,306,347,523,1
679,2,110,19,268,406,510,1
680,2,110,0,878,107,203,1
681,2,111,0,824,195,257,1
682,2,111,77,242,398,496,1
683,2,112,162,206,385,494,1
684,2,112,0,761,379,320,1
685,2,113,240,183,355,478,1
686,2,113,20,721,410,360,1
687,2,114,125,662,395,416,1
688,2,114,304,154,356,473,1
689,2,115,339,133,366,469,1
690,2,115,195,627,386,454,1
691,2,116,295,569,370,512,1
692,2,117,356,535,368,524,1
693,2,118,444,484,356,573,1
694,2,119,515,452,338,560,1
695,2,120,583,401,340,551,1
696,2,121,634,374,334,540,1
697,2,122,707,331,333,526,1
698,2,123,715,305,363,517,1
699,2,124,806,263,342,492,1
700,2,124,790,0,318,339,1
701,2,125,820,0,322,334,1
702,2,125,868,236,323,498,1
703,2,126,930,198,317,485,1
704,2,126,863,0,316,307,1
705,2,127,894,0,311,291,1
706,2,127,977,172,305,480,1
707,2,128,1010,138,335,458,1
708,2,128,939,0,308,267,1
709,2,129,966,0,304,254,1
710,2,129,1076,116,304,458,1
711,2,130,1016,0,286,229,1
712,2,130,1136,80,299,451,1
713,2,131,1174,56,295,449,1
714,2,131,1039,0,280,217,1
715,2,132,1082,0,245,194,1
716,2,132,1232,25,289,439,1
717,2,133,1107,0,225,204,1
718,2,133,1270,5,282,434,1
719,2,134,1157,0,248,162,1
720,2,134,1318,0,287,400,1
721,2,135,1361,0,274,373,1
722,2,135,1170,0,226,155,1
723,2,136,1200,0,254,134,1
724,2,136,1409,0,271,342,1
725,2,137,1224,0,227,121,1
726,2,137,1444,0,267,309,1
727,2,138,1254,0,239,102,1
728,2,138,1491,0,263,281,1
729,2,139,1281,0,215,92,1
730,2,139,1520,0,261,260,1
731,2,140,1555,0,268,225,1
732,2,140,1306,0,213,74,1
733,2,141,1326,0,208,61,1
734,2,141,1585,0,252,206,1
735,2,142,1345,0,207,46,1
736,2,142,1628,0,229,176,1
737,2,143,1658,0,220,156,1
738,2,143,160,1013,190,68,1
739,2,144,192,899,271,182,1
740,2,144,1702,0,212,122,1
741,2,145,1725,0,196,93,1
742,2,145,203,828,390,253,1
743,2,146,1770,0,151,67,1
744,2,146,321,732,419,347,1
745,2,147,1791,0,129,47,1
746,2,147,402,674,406,407,1
747,2,148,521,591,393,490,1
748,2,149,601,534,377,547,1
749,2,150,710,460,366,621,1
750,2,151,781,412,356,539,1
751,2,152,881,345,350,520,1
752,2,153,944,304,337,509,1
753,2,154,1032,244,322,489,1
754,2,155,1088,205,324,476,1
755,2,156,1167,150,308,462,1
756,2,157,1220,120,302,457,1
757,2,158,1293,67,288,436,1
758,2,159,1335,34,289,429,1
759,2,160,1392,0,288,408,1
760,2,161,1436,0,273,372,1
761,2,162,0,987,82,94,0
762,2,162,1492,0,265,325,1
763,2,163,1521,0,267,307,1
764,2,163,0,855,178,226,0
765,2,163,0,943,128,138,0
766,2,164,0,840,195,239,0
767,2,164,1568,0,260,256,1
768,2,164,0,801,288,280,0
769,2,165,1596,0,248,223,1
770,2,165,0,804,245,277,0
771,2,165,0,768,346,313,0
772,2,166,1638,0,227,175,1
773,2,166,0,677,41,116,1
774,2,166,2,719,365,362,0
775,2,166,8,758,317,323,0
776,2,167,0,572,126,402,1
777,2,167,43,725,413,356,0
778,2,167,1671,0,211,141,1
779,2,167,17,688,444,393,0
780,2,168,0,403,245,547,1
781,2,168,84,674,396,407,0
782,2,168,97,638,430,443,0
783,2,168,1705,0,194,91,1
784,2,169,114,643,407,438,0
785,2,169,140,607,425,474,0
786,2,169,0,373,318,538,1
787,2,170,45,327,377,552,1
788,2,170,165,597,418,484,0
789,2,170,204,563,419,518,0
790,2,171,176,566,452,515,0
791,2,171,247,536,412,545,0
792,2,171,106,300,380,484,1
793,2,172,240,525,478,543,0
794,2,172,310,494,397,538,0
795,2,172,230,257,343,492,1
796,2,173,346,467,394,542,0
797,2,173,279,499,469,536,0
798,2,173,275,232,358,462,1
799,2,174,337,460,458,524,0
800,2,174,374,196,350,431,1
801,2,174,402,430,382,529,0
802,2,175,371,432,453,520,0
803,2,175,432,403,379,511,0
804,2,175,454,171,323,383,1
805,2,176,420,397,441,507,0
806,2,176,515,133,340,367,1
807,2,176,484,367,366,539,0
808,2,177,578,111,325,378,1
809,2,177,451,376,436,499,0
810,2,177,146,1018,167,63,1
811,2,177,513,346,367,502,0
812,2,178,495,336,426,495,0
813,2,178,560,313,361,511,0
814,2,178,153,927,292,154,1
815,2,179,523,318,419,487,0
816,2,179,589,290,354,514,0
817,2,179,176,870,408,211,1
818,2,180,567,282,414,479,0
819,2,180,271,793,451,288,1
820,2,180,632,258,343,495,0
821,2,180,801,28,290,433,1
822,2,181,343,743,449,337,1
823,2,181,594,256,411,479,0
824,2,181,839,9,300,433,1
825,2,181,658,235,344,473,0
826,2,182,635,228,405,467,0
827,2,182,702,204,341,472,0
828,2,182,451,680,435,401,1
829,2,182,917,0,274,405,1
830,2,183,523,626,423,455,1
831,2,183,665,213,397,457,0
832,2,183,951,0,278,381,1
833,2,183,732,184,332,481,0
834,2,184,1009,0,287,350,1
835,2,184,708,183,382,451,0
836,2,184,618,572,410,509,1
837,2,184,774,156,323,457,0
838,2,185,737,164,379,444,0
839,2,185,805,140,318,435,0
840,2,185,681,531,395,549,1
841,2,185,1054,0,278,324,1
842,2,186,1098,0,286,301,1
843,2,186,767,475,383,550,1
844,2,186,850,111,311,462,0
